tweet,created_at,retweeted,username,user_tz,user_location,user_coordinates,polaridade
#comopresidenteeu faria tudo ao contrario que a dilma e o lula fizeram ,Mon May 14 17:13:25 +0000 2018,False,Ryan1hsjs,,,,negativo

 @rubensvianna6 @renovamidia a midia brasileira e uma organizacao criminosa que e conivente e condescendente ao pt e ao lula ela fara dï¿½,Mon May 14 17:13:26 +0000 2018,False,geraldo1963,,"Juiz de Fora, Brasil",,negativo

 @rogeriocorreia_ hoje  a direcao nacional do pt deu inicio a montagem da campanha a presidencia de lula e isso ai nao tem plano a  bï¿½,Mon May 14 17:13:27 +0000 2018,False,fafamorais1957,,Brasilia-DF,,positivo

sem lula e barbosa  bolsonaro lidera seguido por marina e ciro  mais regiao ,Mon May 14 17:13:29 +0000 2018,False,MaisRegiao,Santiago,Bahia,,negativo

 @aracipatriota lula nunca prestou minha gente homem que lancou lula no sindicalismo abre o coracao lula sempre foi um bom vivantï¿½,Mon May 14 17:13:36 +0000 2018,False,CarlosbarbosaA3,,,,negativo

 @casa_dos_pobres nao havia dificuldade no governo lula pelo contrario o mdb(o pmdb) queria paicipar  e as queixas eram pequenas osï¿½,Mon May 14 17:13:40 +0000 2018,False,CassiaVF,Santiago,Rio RJ,,positivo

 @jaraujolopes classe politica em alea pesquisa cnt/mda testou 16 nomes  dos quais 9 nao registraram nem 1% lula manteve lideranca nï¿½,Mon May 14 17:13:40 +0000 2018,False,CassiaVF,Santiago,Rio RJ,,positivo

a vontade do povo e soberana  #lulalivre ,Mon May 14 17:13:42 +0000 2018,False,Dani_Abrahao,Hawaii,,,positivo

 @brgil39 diretora do ibope admite sem lula  eleicao e so desalento e desesperanca ,Mon May 14 17:13:45 +0000 2018,False,PatrialivreBras,Pacific Time (US & Canada),Brasil,,positivo

sem lula e barbosa  bolsonaro lidera seguido por marina e ciro  diz cnt/mda ,Mon May 14 17:13:48 +0000 2018,False,votehojebrasil,,Sï¿½o Paulo,,negativo

 @naldovalenca malandramente  imprensa calhorda nao vai te falar que esse colchao ( caixa do bndes  tesouro e reservas ) e legado do govï¿½,Mon May 14 17:13:51 +0000 2018,False,pincc33,,,,negativo

 @graavieira empresario inocenta lula em caso do sitio de atibaia negociou compra com irmaos bittar sem paicipacao de familiares de luï¿½,Mon May 14 17:13:57 +0000 2018,False,Jorge_sculder,Greenland,Em algum canto deste paï¿½s,,positivo

 @monicabergamo pesquisa cnt/mda lula 32 4%  bolsonaro  16 6%  marina 7 6 % ciro gomes 5 4%  alckmin 4%  temer 0 9% sem lula  bolsonarï¿½,Mon May 14 17:14:02 +0000 2018,False,VitorVmcss,,Bracknell,,positivo

o lula e um ladrao e por isso esta na cadeia,Mon May 14 17:14:06 +0000 2018,False,Dell_e_Gui,,,,negativo

pt define berzoini e gabrielli na coordenacao de campanha de lula ,Mon May 14 17:14:06 +0000 2018,False,aparaibatem,Brasilia,salvador/bahia,,neutro

 @teneriffesea em deus pra ajudar a gnt em algum milagre ,Mon May 14 17:14:10 +0000 2018,False,_caarolcastro,Quito,,,neutro

@delucca eleicao sem lula e fraude seja la quem for eleito  sem ter disputado com lula  nao tera legitimidade,Mon May 14 17:14:14 +0000 2018,False,Elainegcuiaba,,"Cuiabï¿½, Brasil",,positivo

a forca  lula livre no mundo  agora em londres free lula  via @youtube,Mon May 14 17:14:14 +0000 2018,False,grfavoritos,Brasilia,,,positivo

 @emanoel1953 herson capri ï¿½o mundo inteiro ja sabe que lula e inocente seu governo foi o melhor  que governou para o povo eu estou pï¿½,Mon May 14 17:14:23 +0000 2018,False,franciscoamr,Bern,"Munich, Germany",,positivo

 @ptnacamara lula segue lider em todas as pesquisas #lulalivre  ,Mon May 14 17:30:28 +0000 2018,False,MariaEd07812623,,"Juiz de Fora, Brasil",,positivo

 @paulacamara_ warlley alves no  #ufcrionocombate  lula livre   livre de toda mordomia bandido tem que ta na cadeia voce ta na cadeiï¿½,Mon May 14 17:30:32 +0000 2018,False,findlelo,,Brasï¿½lia - DF,,negativo

 @joicehasselmann cenas de curitiba morador idoso deixa sua casa por causa do barulho constante do acampamento prolula ,Mon May 14 17:30:33 +0000 2018,False,Kakapassos,Brasilia,"Sï¿½o Paulo, Brasil",,negativo

@edgard_piccoli ninguem vira assaltante de carreira por causa do sistema o lula e analfabeto e ocupou o cargo maisï¿½ ,Mon May 14 17:30:35 +0000 2018,False,julianaayres,Brasilia,"Santos, Sï¿½o Paulo",,positivo

 @poaldaband maioria considerou prisao de lula como justa  mostra pesquisa cnt/mda &gt&gt  ,Mon May 14 17:30:35 +0000 2018,False,jotajcmmorais,Greenland,Itupeva - SP,,negativo

 @ubaldobarbosa comandantes da aeronautica inocentam lula e dizem que ele nao interferiu em compra de cacas ,Mon May 14 17:30:39 +0000 2018,False,amaliafina5,,,,positivo

eleicao sem @lulapelobrasil e fraude ,Mon May 14 17:30:42 +0000 2018,False,claudiofgh,Brasilia,"Recife, Brasil",,positivo

 @joicehasselmann cenas de curitiba morador idoso deixa sua casa por causa do barulho constante do acampamento prolula ,Mon May 14 17:30:42 +0000 2018,False,fitzca,Brasilia,Manaus - AM,,negativo

 @nelsonhbarbosa outro numero impoante desta pesquisa e que  para 90% dos entrevistados  a justica brasileira nao age igual para todosï¿½,Mon May 14 17:30:45 +0000 2018,False,antonioveronese,Paris,Paris-France,,positivo

 @brgil39 perseguicao ao lula acaba com o judiciario cnt/mda para 90%  justica brasileira nao age de forma igual para todos ,Mon May 14 17:30:49 +0000 2018,False,JujuMathiasMar4,Brasilia,#LulaPresoPolitico,,positivo

 @valor_economico analise pesquisa cnt/mda mostra sucesso da estrategia de lula ,Mon May 14 17:30:49 +0000 2018,False,gu_afonso,Santiago,,,positivo

ps pt insiste na candidatura de lula ate o fim estao esperando os votos serem anulados essa gente e mesquinha eï¿½ ,Mon May 14 17:30:49 +0000 2018,False,CastroLuanna,Santiago,"Brasï¿½lia, Brasil",,positivo

apos desafio de palocci  petistas podem ser tratados como cinicos vao continuar fingindo que lula e honesto ,Mon May 14 17:30:52 +0000 2018,False,deltaservtec,,Sï¿½o Paulo,,negativo

 @lindberghfarias os numeros da nova pesquisa cnt sensus sao arrasadores lula segue liderando mesmo privado de liberdade na sua ausencï¿½,Mon May 14 17:30:53 +0000 2018,False,agesantana,Brasilia,Joï¿½o Pessoa,,positivo

kkkkkkk lula e oque kkkkkk um presidiario @humbeocostapt  as ideis ficam dentro da cabeca e o molusco e acefaloï¿½ ,Mon May 14 17:30:56 +0000 2018,False,monicamontalvao,Lisbon,Brasil,,negativo

" @arquiber mesmo somando o resultado do 2ï¿½ e o 3ï¿½ colocado na pesquisa  o expresidente mantem vantagem de oito pontos 
",Mon May 14 17:30:56 +0000 2018,False,MariaEd07812623,,"Juiz de Fora, Brasil",,positivo

de todos os candidatos entre bolsonaroo sonho dos petistas (lula preso)marina e ciro gomes e disparado bolsonaroï¿½ ,Mon May 14 17:39:14 +0000 2018,False,MagalOsmar,,,,negativo

 @mirandasa_ bandidos da tropa de assalto de lula precisam ser perseguidos e presos a impunidade multiplicara atos criminosos como o quï¿½,Mon May 14 17:39:18 +0000 2018,False,AMAROK_LUPPUS,Brasilia,Brasil,,negativo

 @carrilhovital metastases de um cancer chamado lula @helorockandroll @marcelloperezz @rosangela_bolze @maurifontys @sakasakamori @ervaï¿½,Mon May 14 17:39:19 +0000 2018,False,magapasreal,Brasilia,Brazil,,negativo

urgente  apos um mes de prisao politico  lula dispara em pesquisa e revolta coxinhas  ,Mon May 14 17:39:20 +0000 2018,False,fabiorool,,,,positivo

 @brasil247 sem lula  64 8 milhoes nao querem votar em ninguem por alex solnik ,Mon May 14 17:39:21 +0000 2018,False,CarlosAraujo68,Brasilia,,,positivo

 @lindberghfarias os numeros da nova pesquisa cnt sensus sao arrasadores lula segue liderando mesmo privado de liberdade na sua ausencï¿½,Mon May 14 17:39:21 +0000 2018,False,bebummineiro,,,,positivo

 @freiadelmo o mst  vem a publico declarar o apoio a candidatura de lula  por entender que ela representa a luta contra o golpe e os deï¿½,Mon May 14 17:39:21 +0000 2018,False,joomikhail,Pacific Time (US & Canada),SAMPA ,,positivo

@so1txow e ainda mete uma faixa de lula livre na parada,Mon May 14 17:39:22 +0000 2018,False,jandersonfel,Atlantic Time (Canada),"Maceiï¿½, Brasil",,positivo

 @enquette_ vamos contestar a pesquisaï¿½cnt/mda  na sua opiniao a prisao do lula foi,Mon May 14 17:39:24 +0000 2018,False,MortadelaFeliz,,"Sï¿½o Cristï¿½vï¿½o, Rio de Janeiro",,negativo

 @valor_economico analise pesquisa cnt/mda mostra sucesso da estrategia de lula ,Mon May 14 17:39:26 +0000 2018,False,Warley_Lopes,Brasilia,Sta Bï¿½rbara e Gyn,,positivo

 @heldersalomao o golpe que comecou com a prisao do ze dirceu e passou pelo impeachment da dilma  esbarra em lula  que mesmo preso  lideï¿½,Mon May 14 17:39:31 +0000 2018,False,Sofimagal,,,,positivo

 @implicante_org a operacao lava jato fez de lula o primeiro expresidente condenado na historia do brasil ,Mon May 14 17:39:32 +0000 2018,False,BheringPia,,,,negativo

 @jorgeribeirose moradores de ocupacao revelam que eram obrigados a paicipar de atos prolula ou eram expulsos das moradias ,Mon May 14 17:39:34 +0000 2018,False,GilmarBorges,,Ribeirï¿½o Preto SP - Brasil,,negativo

 @heldersalomao o golpe que comecou com a prisao do ze dirceu e passou pelo impeachment da dilma  esbarra em lula  que mesmo preso  lideï¿½,Mon May 14 17:39:35 +0000 2018,False,Pollima36,,,,positivo

e ai mores ,Mon May 14 17:39:43 +0000 2018,False,marinadolacre,Pacific Time (US & Canada),"Acre, Brasil",,neutro

 @naldovalenca parece que tirar o pais do mapa da fome e crime hediondo para a elite torpe agora reaconaria quer manter lula da silva pï¿½,Mon May 14 17:39:45 +0000 2018,False,francaverdade,Brasilia,,,positivo

 @redebrasilatual #eleicoes2018 pesquisa cnt/mda mostra lula de novo a frente de todos os demais presidenciaveis ,Mon May 14 17:39:47 +0000 2018,False,monisecris,Brasilia,Sï¿½o Paulo,,positivo

" @agoranoticiasbr responsavel por um dos maiores prejuizos a petrobras  recebe convite de lula
o presidiario chamou a pessoa cea  afinï¿½",Mon May 14 17:39:48 +0000 2018,False,901Max,Brasilia,"Salvador, Brasil",,negativo

 @caamaior sem lula  vence o fascismo com lula fica assim  segundo a pesquisa divulgada nesta 2ï¿½ feira pela cnt/mda  lula teria 32 4%ï¿½,Mon May 14 17:39:49 +0000 2018,False,francaverdade,Brasilia,,,positivo

@luananatalig lula ladrao  roubou meu coracao,Mon May 14 17:39:51 +0000 2018,False,Vitor_lopesss,,"Espï¿½rito Santo, Brasil",,positivo

 @gleisi mais uma pesquisa  lula continua na frente  com o dobro de votos de quem esta em segundo lugar sao 36 dias fora do convivio daï¿½,Mon May 14 17:39:53 +0000 2018,False,_edvaldo21,,"Santarï¿½m, Brasil",,positivo

 @augustosnunes paulo okamotto e gilbeo carvalho juram que lula demorou 111 fins de semana para concluir que atibaia fica longe de saoï¿½,Mon May 14 17:39:57 +0000 2018,False,celso_nicollete,Madrid,Barcelona,,negativo

 @brasil247 sem lula  64 8 milhoes nao querem votar em ninguem por alex solnik ,Mon May 14 17:39:59 +0000 2018,False,CarNunesLeite,,"Zona Central, Rio Claro",,positivo

sem lula  bolsonaro lidera em todos os cenarios  indica pesquisa cnt/mda  ,Mon May 14 17:40:00 +0000 2018,False,correio_dopovo,Brasilia,,,negativo

 @caamaior sem lula  vence o fascismo com lula fica assim  segundo a pesquisa divulgada nesta 2ï¿½ feira pela cnt/mda  lula teria 32 4%ï¿½,Mon May 14 17:40:02 +0000 2018,False,sergiodf2005,Brasilia,Brasilia DF,,positivo

 @brasil247 sem lula  64 8 milhoes nao querem votar em ninguem por alex solnik ,Mon May 14 17:40:01 +0000 2018,False,AliceTartaglia,Santiago,,,positivo

 @delucca mais uma da pesquisa cnt/mda de hoje lula e o candidato  entre todos  com maior potencial positivo e tem o terceiro menor potï¿½,Mon May 14 17:51:19 +0000 2018,False,sergiodf2005,Brasilia,Brasilia DF,,positivo

 @politica_santos pesquisa mostra que diferenca entre lula e a soma de todos outros candidatos segue caindo e aumenta a chance da eleicaï¿½,Mon May 14 17:51:19 +0000 2018,False,casa_dos_pobres,,Brasil,,positivo

 @heldersalomao o golpe que comecou com a prisao do ze dirceu e passou pelo impeachment da dilma  esbarra em lula  que mesmo preso  lideï¿½,Mon May 14 17:51:22 +0000 2018,False,MestreRoceiro,,Minas Gerais,,positivo

 @bohngass pesquisa cnt/mda que foi divulgada hoje de manha mostra que com lula nas eleicoes ele lidera com 32 4% dos votos contra 16 7%ï¿½,Mon May 14 17:51:22 +0000 2018,False,angeherrmann,Pacific Time (US & Canada),"Vacaria, Brasil",,positivo

cuidado com a propaganda enganosa informese com os dados e fatos ,Mon May 14 17:51:25 +0000 2018,False,biatrixx,Brasilia,Rio de Janeiro - Brasil,,neutro

cnt/mda mesmo preso  lula venceria as eleicoes no 1ï¿½ e no 2ï¿½ turno ,Mon May 14 17:51:25 +0000 2018,False,leleflorosa,Brasilia,"Sorocaba, Sï¿½o Paulo",,positivo

 @goescarlos e meio obvio que a justica nao e igual pra todos criminosos ricos e poderosos como lula tem acesso a privilegios que a imeï¿½,Mon May 14 17:51:25 +0000 2018,False,piresl,Brasilia,"Nova Petrï¿½polis, Brasil",,negativo

@gleisi nem podemos so lula pode nos salvar,Mon May 14 17:51:27 +0000 2018,False,Garygaribaldi,,"Rio de Janeiro, Brasil",,positivo

 @gleisi mais uma pesquisa  lula continua na frente  com o dobro de votos de quem esta em segundo lugar sao 36 dias fora do convivio daï¿½,Mon May 14 17:51:32 +0000 2018,False,lhq_lula,,Brasil,,positivo

bolsonaro lidera primeira pesquisa e tem 20 7% das intencoes deï¿½voto  ,Mon May 14 17:51:32 +0000 2018,False,valderitavares,Brasilia,Assu RN,,negativo

 @lindberghfarias os numeros da nova pesquisa cnt sensus sao arrasadores lula segue liderando mesmo privado de liberdade na sua ausencï¿½,Mon May 14 17:51:41 +0000 2018,False,ediiaa,Brasilia,Salvador -Bahia,,positivo

"#lulalivreja #lulapresopolitico
sem lula  64 8 milhoes nao querem votar em ninguem  via @brasil247",Mon May 14 17:51:43 +0000 2018,False,CatiaAmorim5,,Rio de Janeiro,,positivo

 @vemprarua_br em depoimento sobre o triplex  lula deixa escapar que conversou com leo pinheiro sobre a cozinha de atibaia aquela  queï¿½,Mon May 14 17:51:49 +0000 2018,False,phdigitos,America/Recife,Terra do Nunca,,negativo

" @monicabergamo sem lula na urna  percentual de brancos  nulos e indecisos salta de 26 7% para 45 7% mostra pesquisa cntmda
",Mon May 14 17:51:50 +0000 2018,False,Blogdofavre,Paris,,,positivo

 @enquette_ vamos contestar a pesquisaï¿½cnt/mda  na sua opiniao a prisao do lula foi,Mon May 14 17:51:54 +0000 2018,False,rafaelnery81,,"Sï¿½o Paulo, Brasil",,positivo

"o que todo mundo ja sabia e revelado pela pesquisa cnt
lula e perseguido  preso politico  injusticado e o melhor cï¿½ ",Mon May 14 17:51:54 +0000 2018,False,Florisrs,Hawaii,,,positivo

mesmo preso lula lidera todos cenarios e vence todos no 1ï¿½ e 2ï¿½ turno  mostrando que nem o prendendo o povo deixariï¿½ ,Mon May 14 17:51:57 +0000 2018,False,BastidoresMidia,Brasilia,,,positivo

 @deciolimapt maelo batido lula sera candidato a presidencia da republica  queira o golpe ou nao ,Mon May 14 17:52:01 +0000 2018,False,euskogudariakk,,Bs as,,positivo

@maratpaulo @delucca lula ta fora  acabou condenado  preso  ficha suja  somar as penas vai dar mais de 100 anos deï¿½ ,Mon May 14 17:52:01 +0000 2018,False,cri68071,America/Sao_Paulo,"Minas Gerais, Brasil",,negativo

 @erikakokay mesmo perseguido  caluniado e preso sem crime e sem provas  pesquisa cnt/mda mostra que lula segue na lideranca e e invenciï¿½,Mon May 14 17:52:03 +0000 2018,False,Warley_Lopes,Brasilia,Sta Bï¿½rbara e Gyn,,positivo

@brasil247 sem lula nas eleicoes que legitimidade teria quem for eleito seria outro ï¿½michael temerï¿½  e como ganhaï¿½ ,Mon May 14 17:52:04 +0000 2018,False,wilsondenotari,,Sï¿½o Paulo - Brasil,,positivo

com toda forca  avanca bolsonaro ,Mon May 14 17:52:04 +0000 2018,False,PretiVill,Santiago,Balneario Camboriu/Curitiba,,negativo

 @valor_economico analise pesquisa cnt/mda mostra sucesso da estrategia de lula ,Mon May 14 17:52:04 +0000 2018,False,Lairinho,,"Mossorï¿½, Brasil",,positivo

" @monicabergamo sem lula na urna  percentual de brancos  nulos e indecisos salta de 26 7% para 45 7% mostra pesquisa cntmda
",Mon May 14 17:52:04 +0000 2018,False,voltandoao405,Brasilia,i live in a city sorrow built,,positivo

 @brasil247 sem lula  64 8 milhoes nao querem votar em ninguem por alex solnik ,Mon May 14 17:52:09 +0000 2018,False,joorodrigues16,Brasilia,,,positivo

 @juliocesaramor o povo do ciro tendo que admitir pesquisa cntmda confirma estrategia aceada do #pt em manter #lula candidato httï¿½,Mon May 14 17:52:09 +0000 2018,False,casa_dos_pobres,,Brasil,,positivo

 @gu_afonso mas o povo precisa fazer alguma coisa  primeiramente  por sua liberdade se nao lutar nas ruas contra o estado de excecao naï¿½,Mon May 14 17:52:09 +0000 2018,False,Valvostk,,"Saint Petersburg, Russia",,positivo

 @alexxbh moradores de ocupacao revelam que eram obrigados a paicipar de atos prolula ou eram expulsos das moradias ,Mon May 14 17:52:10 +0000 2018,False,fsm0166,,"Brasï¿½lia, Brasil",,negativo

 @o_antagonista o comando da campanha de lula ,Mon May 14 17:52:11 +0000 2018,False,JoaoPaulo1206,Brasilia,,,neutro

 @seujocamoro este criminoso  ladrao  que ainda tem suditos pelo brasil  militancia cansada e comprados com moadela  tem dinheiro paraï¿½,Mon May 14 18:35:32 +0000 2018,False,ELIZABE01622820,Brasilia,s paulo,,negativo

 @enquette_ vamos contestar a pesquisaï¿½cnt/mda  na sua opiniao a prisao do lula foi,Mon May 14 18:35:34 +0000 2018,False,LUISPMONTENEGRO,,"Curitiba, Brasil",,positivo

 @leonardosni marcia cavallari diretora do ibope admite sem lula  eleicao e so desalento e desesperanca  uma nacao sem esperanca ,Mon May 14 18:35:36 +0000 2018,False,rosa_de_luta,Brasilia,Nï¿½rnia,,positivo

 @renovamidia o paido dos trabalhadores (pt) percebeu que a estrategia de mobilizacao popular para pressionar o judiciario nao funcionï¿½,Mon May 14 18:35:36 +0000 2018,False,LulanaCadeeeiia,,"Fortaleza, Brasil",,negativo

 @joicehasselmann cenas de curitiba morador idoso deixa sua casa por causa do barulho constante do acampamento prolula ,Mon May 14 18:35:37 +0000 2018,False,LUISPMONTENEGRO,,"Curitiba, Brasil",,negativo

 @omarbatista por que lula esta preso e fhc esta livre ,Mon May 14 18:35:38 +0000 2018,False,leucio02,Brasilia,,,positivo

 @blogdojefferson de acordo com a pesquisa cnt divulgada hoje  51 0% consideram que a prisao do expresidente lula e justa e voce  achaï¿½,Mon May 14 18:35:38 +0000 2018,False,CleuzaCarvalho3,,,,negativo

 @bubuzinha cnt/mda mesmo preso  lula lidera folgado com 32 4%  ,Mon May 14 18:35:41 +0000 2018,False,Rafagm13,Santiago,Brasil,,positivo

 @silsaldanha correia  apos dados da cnt/mda nao tem plano a  b ou z tem plano l  de lula ,Mon May 14 18:35:42 +0000 2018,False,guidorezende,,"Itajaï¿½, Santa Catarina",,positivo

 @demetera2 @vanessapeinado9 essa pae eu nao tinha assistido ainda impressionante   a cada fala de lula eu o admiro mais ainda dignï¿½,Mon May 14 18:35:45 +0000 2018,False,hamenteslivres,Pacific Time (US & Canada),Brasil,,positivo

na mesma pesquisa a maioria acha que a prisao do lula e justa (uol),Mon May 14 18:35:49 +0000 2018,False,SendoRacional,Brasilia,Sï¿½o Paulo - SP - Brasil,,negativo

cnt/mda mesmo preso  lula lidera folgado com 32 4% (y) o mundo nao lembra daqueles que nao se fazem lembraranunciï¿½ ,Mon May 14 18:35:51 +0000 2018,False,jhsfilho,Santiago,Belem PB,,positivo

 @caamaior sem lula  vence o fascismo com lula fica assim  segundo a pesquisa divulgada nesta 2ï¿½ feira pela cnt/mda  lula teria 32 4%ï¿½,Mon May 14 18:35:53 +0000 2018,False,joaomaringa,Greenland,,,positivo

 @deputadofederal 90% dos entrevistados da pesquisa cnt/mda divulgada hoje acreditam que a justica nao atua com imparcialidade a prisaoï¿½,Mon May 14 18:35:55 +0000 2018,False,angelinafcoelho,America/Sao_Paulo,Campinas - S. Paulo - Brasil,,positivo

 @jornal_opopular lula lidera intencoes de voto com 32 4% bolsonaro tem 16 7%  aponta pesquisa  ,Mon May 14 18:35:56 +0000 2018,False,jornaldomacico,Brasilia,"Cearï¿½, Brasil",,positivo

te amamos guerreiro forca e fe deus te proteja diariamente #lulalivre #lulapresidente ,Mon May 14 18:35:56 +0000 2018,False,EhLulaDeNovo,,,,positivo

um dia o tempo vai provar e comprovar que este traste foi o maior canalha que ja pisou em terra brasileira  isto teï¿½ ,Mon May 14 18:35:57 +0000 2018,False,inter1414,Brasilia,Bento Gonï¿½alves RS,,negativo

enlouquecido pra sair da cadeia  palocci pae pra cima da familia de lula em delacao sem provas ,Mon May 14 18:36:00 +0000 2018,False,gojammaj,America/Sao_Paulo,Sï¿½o Paulo - Brasil,,positivo

 @vemprarua_br em depoimento sobre o triplex  lula deixa escapar que conversou com leo pinheiro sobre a cozinha de atibaia aquela  queï¿½,Mon May 14 18:36:02 +0000 2018,False,RobenUDI,Santiago,Atras do pï¿½ de gabiroba,,negativo

 @heldersalomao o golpe que comecou com a prisao do ze dirceu e passou pelo impeachment da dilma  esbarra em lula  que mesmo preso  lideï¿½,Mon May 14 18:36:03 +0000 2018,False,anavilarinno,America/Sao_Paulo,"Espï¿½rito Santo, Brasil",,positivo

 @politica_santos pesquisa mostra que diferenca entre lula e a soma de todos outros candidatos segue caindo e aumenta a chance da eleicaï¿½,Mon May 14 18:36:04 +0000 2018,False,EDUARDOSOPHOS,Brasilia,"Fortaleza, Brazil",,positivo

pt faz romaria por lula  ,Mon May 14 18:36:04 +0000 2018,False,ENTORNOi,Caracas,Venezuela,,positivo

 @heldersalomao o golpe que comecou com a prisao do ze dirceu e passou pelo impeachment da dilma  esbarra em lula  que mesmo preso  lideï¿½,Mon May 14 18:36:09 +0000 2018,False,Emilsonrwerner,,Curitiba - PR,,positivo

 @mujicadasilva rui c pimentase lula fosse disputar as eleicoes normalmente a burguesia promoveria uma guerra civil se nao ha guerra cï¿½,Mon May 14 18:36:15 +0000 2018,False,Dudu_brz,Santiago,,,positivo

 @luis13vieira eu nao voto em qualquer outro candidato que nao seja lula ,Mon May 14 18:53:17 +0000 2018,False,vicorleans,,"Ile-de-France, France",,positivo

 @brasil247 sem lula  64 8 milhoes nao querem votar em ninguem por alex solnik ,Mon May 14 18:53:20 +0000 2018,False,jcfilhogyn68,,,,positivo

 @brasil247 sem lula  64 8 milhoes nao querem votar em ninguem por alex solnik ,Mon May 14 18:53:22 +0000 2018,False,ErnaneUrutuGo,Brasilia,Brasil,,positivo

 @lindberghfarias nao tem pra ninguem lula ganha de todo mundo no segundo turno ,Mon May 14 18:53:23 +0000 2018,False,lupoesia77,,"Sï¿½o Paulo, Brasil",,positivo

 @gleisi pesquisa cnt/mda tambem mostrou que lula tem mais que o dobro de todos os outros candidatos a presidencia de republica #lulaliï¿½,Mon May 14 18:53:27 +0000 2018,False,NynyLula,,,,positivo

90% acredita que a justica nao e para todos  entenderam por que lula e um alvo que ninguem vai derrubar  quem no lugar dele,Mon May 14 18:53:27 +0000 2018,False,GranzottoHugo,,,,positivo

 @gleisi pesquisa cnt/mda tambem mostrou que lula tem mais que o dobro de todos os outros candidatos a presidencia de republica #lulaliï¿½,Mon May 14 18:53:28 +0000 2018,False,vicorleans,,"Ile-de-France, France",,positivo

sem lula e barbosa  bolsonaro lidera seguido por marina eï¿½ciro  ,Mon May 14 18:53:28 +0000 2018,False,NewsBereu,,,,negativo

#lulapresidente #lulainocente #lulalivre #lulanobeldapaz #todoscomlula contra o #golpe ,Mon May 14 18:57:32 +0000 2018,False,vivimoreira,Brasilia,Curitiba - Brazil,,positivo

escolher um candidato  esta cada vez mais dificil  ,Mon May 14 18:57:44 +0000 2018,False,arcella1717,,Florianï¿½polis,,neutro

 @rodrigorobles01 a acusacao sem provas contra o reitor da ufsc nao e muito diferente da acusacao sem provas contra lula a triste diferï¿½,Mon May 14 18:57:44 +0000 2018,False,AnaoDunga,Brasilia,,,positivo

 @esquerdavalente mesmo preso  lula lidera com 32 4% e vence todos na cnt/mda  ,Mon May 14 18:57:45 +0000 2018,False,carlatoscan,,"Novo Hamburgo, Brasil",,positivo

dado pra la de simbolico #lulalivre ,Mon May 14 18:57:45 +0000 2018,False,semprealimac,Atlantic Time (Canada),Corinthians - Brasil,,positivo

comentaristas a hipocrisia do pt em lancar  candidatura de lula  via @youtube,Mon May 14 18:57:49 +0000 2018,False,JamessonAntonio,,,,negativo

@nytimes essa ex presidente do brasil esta fazendo palestra pelo mundo mentindo olhem a ficha de crimes que ela coï¿½ ,Mon May 14 18:57:54 +0000 2018,False,LulanaCadeeeiia,,"Fortaleza, Brasil",,negativo

 @vemprarua_br em depoimento sobre o triplex  lula deixa escapar que conversou com leo pinheiro sobre a cozinha de atibaia aquela  queï¿½,Mon May 14 18:57:56 +0000 2018,False,UrubuRaizeiro,,"Goiï¿½nia, Brasil",,negativo

 @erikakokay mesmo perseguido  caluniado e preso sem crime e sem provas  pesquisa cnt/mda mostra que lula segue na lideranca e e invenciï¿½,Mon May 14 18:57:59 +0000 2018,False,MgracaGalvao,,"Santo Andrï¿½, Brasil",,positivo

@radioitatiaia sem lula nao ate com o bandido do pt ele ja estava na frente mas era manipulado,Mon May 14 18:58:02 +0000 2018,False,WuillKennedy,,,,negativo

@diariope com lula  bolsonaro tambem lidera,Mon May 14 18:58:04 +0000 2018,False,cronembergerpe,Greenland,Recife- PE,,negativo

sem lula e barbosa  bolsonaro lidera seguido por marina e ciro ,Mon May 14 18:58:05 +0000 2018,False,webinterativapn,Pacific Time (US & Canada),Ponto Novo- BA,,negativo

@radioitatiaia sem lula nao ate com o bandido do pt ele ja estava na frente mas era manipulado,Mon May 14 18:58:02 +0000 2018,False,WuillKennedy,,,,negativo

 @bohngass pesquisa cnt/mda que foi divulgada hoje de manha mostra que com lula nas eleicoes ele lidera com 32 4% dos votos contra 16 7%ï¿½,Mon May 14 18:58:12 +0000 2018,False,DeiseQuintilia1,,"Rio de Janeiro, Brasil",,positivo

em caa ao povo brasileiro mst declara apoio a candidatura de lula  via @jornaltornado,Mon May 14 18:58:13 +0000 2018,False,ansomilo,,Vila Nova de Gaia,,positivo

@delucca os votos de lula so migrariam se o candidato fosse do pt por isso nem adianta pensar em um outro nome de um outro paido,Mon May 14 18:58:13 +0000 2018,False,robelia_maria,,,,positivo

@cleusa_slaviero corretissima os ciretes estao doidos porque o imobilismo nas pesquisas incomoda nao adianta ficaï¿½ ,Mon May 14 18:58:14 +0000 2018,False,fabianotrico,,,,positivo

 @sandra_miria valter pomar desistir da candidatura de lula agora e dar municao ao golpe ,Mon May 14 18:58:17 +0000 2018,False,BetForaTemer,,"Sï¿½o Paulo, Brasil",,positivo

 @josepimentel caa do mst ao expresidente lula leia mais  #assessoria ,Mon May 14 18:58:18 +0000 2018,False,tizquadros,,,,neutro

